#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SST	GAD2	1847077	1844680	9606.ENSP00000287641	9606.ENSP00000259271	0	0	0	0	0.105	0	0	0.505	0.538
ATP1A2	ATP2B2	1854129	1850617	9606.ENSP00000354490	9606.ENSP00000324172	0	0	0.523	0.659	0.185	0.295	0	0.234	0.538
GLRA2	SLC32A1	1842690	1842664	9606.ENSP00000218075	9606.ENSP00000217420	0	0	0	0	0.099	0	0	0.509	0.538
CTSE	INS	1853647	1844030	9606.ENSP00000350911	9606.ENSP00000250971	0	0	0	0	0	0.360	0	0.308	0.538
SOX2	ISL1	1850559	1843262	9606.ENSP00000323588	9606.ENSP00000230658	0	0	0	0	0	0	0	0.538	0.538
NTRK2	SYP	1846523	1845310	9606.ENSP00000277120	9606.ENSP00000263233	0	0	0	0	0.081	0	0	0.516	0.537
NTS	APOBEC1	1844400	1843194	9606.ENSP00000256010	9606.ENSP00000229304	0	0	0	0	0	0	0	0.537	0.537
HNF4A	NR0B2	1849587	1844279	9606.ENSP00000312987	9606.ENSP00000254227	0	0	0	0.686	0	0.397	0	0.749	0.537
TF	PRL	1859071	1848376	9606.ENSP00000385834	9606.ENSP00000302150	0	0	0	0	0	0	0	0.537	0.537
RBP4	CRP	1855488	1844348	9606.ENSP00000360519	9606.ENSP00000255030	0	0	0	0	0.054	0	0	0.531	0.537
CD19	CD70	1862074	1843780	9606.ENSP00000437940	9606.ENSP00000245903	0	0	0	0	0.109	0	0	0.502	0.537
FABP3	SLC27A6	1855975	1845153	9606.ENSP00000362817	9606.ENSP00000262462	0	0	0	0	0.053	0	0	0.530	0.536
FGF9	CDX1	1857512	1843298	9606.ENSP00000371790	9606.ENSP00000231656	0	0	0	0	0	0.350	0	0.315	0.535
SPTA1	SPATA21	1854747	1851873	9606.ENSP00000357130	9606.ENSP00000335612	0	0	0	0	0.051	0.489	0	0.119	0.535
LHX8	LIN28A	1847496	1844280	9606.ENSP00000294638	9606.ENSP00000254231	0	0	0	0	0	0	0	0.535	0.535
CALN1	SPTA1	1858282	1854747	9606.ENSP00000378690	9606.ENSP00000357130	0	0	0	0	0.051	0.489	0	0.119	0.535
CALML5	SPTA1	1857202	1854747	9606.ENSP00000369689	9606.ENSP00000357130	0	0	0	0	0.051	0.489	0	0.119	0.535
NKX6-1	SST	1847632	1847077	9606.ENSP00000295886	9606.ENSP00000287641	0	0	0	0	0	0	0	0.534	0.534
NEUROD1	HNF1A	1847535	1844515	9606.ENSP00000295108	9606.ENSP00000257555	0	0	0	0	0.054	0	0	0.528	0.534
ELAVL3	NEUROG1	1853805	1849970	9606.ENSP00000352162	9606.ENSP00000317580	0	0	0	0	0.054	0	0	0.528	0.534
AKR1C4	ALDH1A2	1845293	1843974	9606.ENSP00000263126	9606.ENSP00000249750	0	0	0	0	0.107	0.042	0.435	0.148	0.533
NPPB	MYH7B	1856504	1845230	9606.ENSP00000365651	9606.ENSP00000262873	0	0	0	0	0.054	0	0	0.527	0.533
APOA2	NTS	1854701	1844400	9606.ENSP00000356969	9606.ENSP00000256010	0	0	0	0	0.533	0	0	0	0.533
HMGA2	NTS	1858894	1844400	9606.ENSP00000384026	9606.ENSP00000256010	0	0	0	0	0.241	0	0	0.410	0.533
PRL	SLC10A1	1848376	1842610	9606.ENSP00000302150	9606.ENSP00000216540	0	0	0	0	0	0	0	0.533	0.533
AKR1B15	ALDH1A2	1859418	1843974	9606.ENSP00000389289	9606.ENSP00000249750	0	0	0	0	0.107	0.042	0.435	0.148	0.533
NEUROD4	ISL1	1843649	1843262	9606.ENSP00000242994	9606.ENSP00000230658	0	0	0	0	0.045	0	0	0.531	0.533
SP7	MYOD1	1848454	1843984	9606.ENSP00000302812	9606.ENSP00000250003	0	0	0	0	0	0.042	0	0.531	0.532
SLC18A3	SYP	1856047	1845310	9606.ENSP00000363229	9606.ENSP00000263233	0	0	0	0	0.058	0	0	0.524	0.532
POU4F1	ASCL1	1856641	1845903	9606.ENSP00000366413	9606.ENSP00000266744	0	0	0	0	0.049	0	0	0.529	0.532
HNF4A	NEUROD1	1849587	1847535	9606.ENSP00000312987	9606.ENSP00000295108	0	0	0	0	0	0	0	0.532	0.532
OCA2	GABRA5	1853079	1851869	9606.ENSP00000346659	9606.ENSP00000335592	0	0	0	0	0.055	0	0	0.525	0.531
TF	RBP4	1859071	1855488	9606.ENSP00000385834	9606.ENSP00000360519	0	0	0	0	0.338	0	0	0.321	0.531
F7	INS	1856334	1844030	9606.ENSP00000364731	9606.ENSP00000250971	0	0	0	0	0	0	0	0.531	0.531
TRH	CARTPT	1848532	1847786	9606.ENSP00000303452	9606.ENSP00000296777	0	0	0	0	0	0	0	0.531	0.531
NTSR1	NTRK2	1855276	1846523	9606.ENSP00000359532	9606.ENSP00000277120	0	0	0	0	0	0	0	0.531	0.531
POU4F1	VSX2	1856641	1845036	9606.ENSP00000366413	9606.ENSP00000261980	0	0	0	0	0.054	0	0	0.525	0.531
TRH	TSHR	1848532	1847934	9606.ENSP00000303452	9606.ENSP00000298171	0	0	0	0	0	0	0	0.531	0.531
GRM3	SLC1A2	1854350	1846562	9606.ENSP00000355316	9606.ENSP00000278379	0	0	0	0	0.180	0	0	0.451	0.530
SYP	INS	1845310	1844030	9606.ENSP00000263233	9606.ENSP00000250971	0	0	0	0	0	0	0	0.530	0.530
GC	SERPINA7	1861539	1851141	9606.ENSP00000421725	9606.ENSP00000329374	0	0	0	0	0.279	0	0	0.375	0.530
RBP2	CYP26A1	1843309	1842997	9606.ENSP00000232217	9606.ENSP00000224356	0	0	0	0	0.046	0	0	0.528	0.530
CARTPT	INS	1847786	1844030	9606.ENSP00000296777	9606.ENSP00000250971	0	0	0	0	0	0	0	0.530	0.530
ATP2B2	USH1C	1850617	1842127	9606.ENSP00000324172	9606.ENSP00000005226	0	0	0	0	0.052	0	0	0.525	0.530
EDN3	PHOX2A	1851964	1847939	9606.ENSP00000337128	9606.ENSP00000298231	0	0	0	0	0	0	0	0.530	0.530
PAX8	FGF8	1859871	1850386	9606.ENSP00000395498	9606.ENSP00000321797	0	0	0	0	0	0	0	0.529	0.529
DCDC5	DCX	1859454	1852027	9606.ENSP00000389792	9606.ENSP00000337697	0	0	0	0	0	0	0	0.529	0.529
PKLR	HAO2	1852273	1849865	9606.ENSP00000339933	9606.ENSP00000316339	0	0	0	0	0.100	0	0.435	0.148	0.529
DIO1	TRH	1854177	1848532	9606.ENSP00000354643	9606.ENSP00000303452	0	0	0	0	0	0	0	0.528	0.528
MUC6	POU4F1	1860626	1856641	9606.ENSP00000406861	9606.ENSP00000366413	0	0	0	0	0.053	0	0	0.523	0.528
NTS	PON1	1844400	1842913	9606.ENSP00000256010	9606.ENSP00000222381	0	0	0	0	0	0	0	0.528	0.528
AMBN	IBSP	1849652	1843083	9606.ENSP00000313809	9606.ENSP00000226284	0	0	0	0	0	0	0	0.528	0.528
SYCP1	ACTL6B	1855046	1842277	9606.ENSP00000358531	9606.ENSP00000160382	0	0	0	0	0	0	0	0.527	0.527
CALN1	ATP2B2	1858282	1850617	9606.ENSP00000378690	9606.ENSP00000324172	0	0	0	0	0.055	0.295	0	0.347	0.527
NTS	TTR	1844400	1843448	9606.ENSP00000256010	9606.ENSP00000237014	0	0	0	0	0.107	0	0	0.493	0.527
PAX8	CDH17	1859871	1842198	9606.ENSP00000395498	9606.ENSP00000027335	0	0	0	0	0.045	0	0	0.525	0.527
PRL	GAL	1848376	1845782	9606.ENSP00000302150	9606.ENSP00000265643	0	0	0	0	0	0	0	0.527	0.527
SNCB	UCHL1	1849031	1846906	9606.ENSP00000308057	9606.ENSP00000284440	0	0	0	0	0.053	0	0	0.520	0.526
TSPY10	AMELX	1860601	1857273	9606.ENSP00000406407	9606.ENSP00000370088	0	0	0	0	0	0	0	0.526	0.526
SOX2	LEFTY1	1850559	1846227	9606.ENSP00000323588	9606.ENSP00000272134	0	0	0	0	0	0.101	0	0.495	0.526
SOSTDC1	FOXI1	1848687	1848621	9606.ENSP00000304930	9606.ENSP00000304286	0	0	0	0	0	0	0	0.526	0.526
CACNA1E	GUCA1A	1854621	1842221	9606.ENSP00000356545	9606.ENSP00000053469	0	0	0	0	0.052	0.521	0	0	0.526
PRDM13	ASCL1	1854980	1845903	9606.ENSP00000358217	9606.ENSP00000266744	0	0	0	0	0.052	0.071	0	0.505	0.526
KCNH6	PRL	1863802	1848376	9606.ENSP00000463533	9606.ENSP00000302150	0	0	0	0	0	0	0	0.526	0.526
KLK3	FBN3	1849687	1846156	9606.ENSP00000314151	9606.ENSP00000270509	0	0	0	0	0.045	0.525	0	0	0.526
NTSR1	APOBEC1	1855276	1843194	9606.ENSP00000359532	9606.ENSP00000229304	0	0	0	0	0	0	0	0.526	0.526
PAX1	BMPER	1858613	1847831	9606.ENSP00000381499	9606.ENSP00000297161	0	0	0	0	0	0	0	0.525	0.525
STRA8	NR0B2	1846455	1844279	9606.ENSP00000275764	9606.ENSP00000254227	0	0	0	0	0	0	0	0.525	0.525
LHX8	IBSP	1847496	1843083	9606.ENSP00000294638	9606.ENSP00000226284	0	0	0	0	0	0	0	0.525	0.525
TF	MT3	1859071	1842396	9606.ENSP00000385834	9606.ENSP00000200691	0	0	0	0	0	0	0	0.524	0.524
KCNJ9	NTRK2	1854725	1846523	9606.ENSP00000357067	9606.ENSP00000277120	0	0	0	0	0.089	0	0	0.498	0.524
GC	RBP4	1861539	1855488	9606.ENSP00000421725	9606.ENSP00000360519	0	0	0	0	0.276	0	0	0.369	0.524
SLC2A2	HNF4A	1850555	1849587	9606.ENSP00000323568	9606.ENSP00000312987	0	0	0	0	0.055	0.047	0	0.514	0.524
OCA2	APCS	1853079	1844350	9606.ENSP00000346659	9606.ENSP00000255040	0	0	0	0	0	0	0	0.523	0.523
IL31RA	NPPB	1861186	1856504	9606.ENSP00000415900	9606.ENSP00000365651	0	0	0	0	0	0	0	0.523	0.523
SYP	SLC17A6	1845310	1845295	9606.ENSP00000263233	9606.ENSP00000263160	0	0	0	0	0.056	0	0	0.515	0.523
ABCG2	CFTR	1843466	1842118	9606.ENSP00000237612	9606.ENSP00000003084	0	0	0	0	0.052	0.118	0	0.475	0.522
AQP5	CFTR	1847422	1842118	9606.ENSP00000293599	9606.ENSP00000003084	0	0	0	0	0	0.076	0	0.504	0.522
GC	TTR	1861539	1843448	9606.ENSP00000421725	9606.ENSP00000237014	0	0	0	0	0.117	0	0	0.481	0.522
LHX2	WNT3A	1855949	1846912	9606.ENSP00000362717	9606.ENSP00000284523	0	0	0	0	0.055	0.170	0	0.440	0.522
NEUROD1	PPY	1847535	1843068	9606.ENSP00000295108	9606.ENSP00000225992	0	0	0	0	0.075	0	0	0.505	0.522
AQP4	KCNJ16	1857610	1846876	9606.ENSP00000372654	9606.ENSP00000283936	0	0	0	0	0.328	0	0	0.317	0.521
HP	LBP	1853269	1842663	9606.ENSP00000348170	9606.ENSP00000217407	0	0	0	0	0.219	0	0	0.412	0.521
CACNA1E	MYLPF	1854621	1850718	9606.ENSP00000356545	9606.ENSP00000325239	0	0	0	0	0	0.521	0	0	0.521
SST	UTS2	1847077	1842225	9606.ENSP00000287641	9606.ENSP00000054668	0	0	0	0	0	0	0	0.520	0.520
VPREB1	CD79B	1859030	1858043	9606.ENSP00000385361	9606.ENSP00000376544	0	0	0	0	0	0	0	0.520	0.520
AGXT	ALDH1A2	1848429	1843974	9606.ENSP00000302620	9606.ENSP00000249750	0	0	0	0	0.164	0	0.421	0.089	0.520
DBH	SLC6A2	1858060	1842772	9606.ENSP00000376776	9606.ENSP00000219833	0	0	0	0	0.092	0	0	0.493	0.520
KCNC2	CACNA1B	1862581	1855467	9606.ENSP00000449253	9606.ENSP00000360406	0	0	0	0	0.073	0.357	0	0.257	0.518
MMP9	DLK1	1855661	1852308	9606.ENSP00000361405	9606.ENSP00000340292	0	0	0	0	0	0	0	0.518	0.518
SPTA1	NTS	1854747	1844400	9606.ENSP00000357130	9606.ENSP00000256010	0	0	0	0	0.436	0	0	0.178	0.517
HAO2	ALDH1A2	1849865	1843974	9606.ENSP00000316339	9606.ENSP00000249750	0	0	0	0	0.094	0	0.435	0.134	0.517
TTR	MT3	1843448	1842396	9606.ENSP00000237014	9606.ENSP00000200691	0	0	0	0	0	0.360	0	0.277	0.517
HP	SERPINA7	1853269	1851141	9606.ENSP00000348170	9606.ENSP00000329374	0.074	0	0	0	0.157	0.170	0	0.343	0.517
CAMK2B	GUCA1A	1858327	1842221	9606.ENSP00000379098	9606.ENSP00000053469	0	0	0	0	0.045	0.398	0	0.225	0.516
NTRK1	MMP9	1861874	1855661	9606.ENSP00000431418	9606.ENSP00000361405	0	0	0	0	0	0	0	0.516	0.516
GRIA1	SLC1A2	1846982	1846562	9606.ENSP00000285900	9606.ENSP00000278379	0	0	0	0	0.063	0	0	0.505	0.516
CD19	TCL1A	1862074	1859012	9606.ENSP00000437940	9606.ENSP00000385036	0	0	0	0	0.417	0	0	0.205	0.516
NOTUM	ELAVL4	1859265	1853466	9606.ENSP00000387310	9606.ENSP00000349594	0	0	0	0	0	0	0	0.516	0.516
SOHLH1	STRA8	1860475	1846455	9606.ENSP00000404438	9606.ENSP00000275764	0	0	0	0	0	0	0	0.516	0.516
NTRK2	DLX2	1846523	1843390	9606.ENSP00000277120	9606.ENSP00000234198	0	0	0	0	0	0	0	0.515	0.516
KERA	INS	1845898	1844030	9606.ENSP00000266719	9606.ENSP00000250971	0	0	0	0	0	0	0	0.516	0.516
KCNK16	CACNA1B	1859570	1855467	9606.ENSP00000391498	9606.ENSP00000360406	0	0	0	0	0.047	0.357	0	0.273	0.515
AGTR2	CMA1	1855573	1844006	9606.ENSP00000360973	9606.ENSP00000250378	0	0	0	0	0	0	0	0.515	0.515
NKX2-2	PPY	1856622	1843068	9606.ENSP00000366347	9606.ENSP00000225992	0	0	0	0	0	0	0	0.515	0.515
GSX2	ASCL1	1850115	1845903	9606.ENSP00000319118	9606.ENSP00000266744	0	0	0	0	0.048	0.044	0	0.510	0.515
SFTPD	SCGB1A1	1855655	1846556	9606.ENSP00000361366	9606.ENSP00000278282	0	0	0	0	0.081	0	0	0.493	0.514
SST	ISL1	1847077	1843262	9606.ENSP00000287641	9606.ENSP00000230658	0	0	0	0	0.086	0	0	0.490	0.514
GDF5	BMPER	1856103	1847831	9606.ENSP00000363489	9606.ENSP00000297161	0	0	0	0	0	0.171	0	0.437	0.514
NEURL	TNN	1855101	1843529	9606.ENSP00000358795	9606.ENSP00000239462	0	0	0	0	0	0	0	0.513	0.513
TSPY1	AMELX	1860396	1857273	9606.ENSP00000403304	9606.ENSP00000370088	0	0	0	0	0	0	0	0.513	0.513
CST5	CST4	1848918	1842665	9606.ENSP00000307132	9606.ENSP00000217423	0	0	0	0.950	0.490	0	0	0.887	0.512
GRM4	GRIN2A	1856056	1851485	9606.ENSP00000363296	9606.ENSP00000332549	0	0	0	0	0.063	0.069	0	0.485	0.512
TF	ITIH2	1859071	1853681	9606.ENSP00000385834	9606.ENSP00000351190	0	0	0	0	0.483	0	0	0.096	0.512
TCF23	BAAT	1847673	1844693	9606.ENSP00000296096	9606.ENSP00000259407	0	0	0	0	0	0	0	0.512	0.512
MMP9	CDH17	1855661	1842198	9606.ENSP00000361405	9606.ENSP00000027335	0	0	0	0	0.061	0	0	0.501	0.511
FGF12	INS	1861024	1844030	9606.ENSP00000413496	9606.ENSP00000250971	0	0	0	0	0	0	0	0.511	0.511
FEZF1	MARCO	1860904	1850096	9606.ENSP00000411145	9606.ENSP00000318916	0	0	0	0	0.062	0	0	0.500	0.510
PRSS3	CPA1	1854099	1842164	9606.ENSP00000354280	9606.ENSP00000011292	0.054	0	0	0	0.290	0.134	0	0.254	0.509
DPPA5	DPPA3	1855238	1852192	9606.ENSP00000359396	9606.ENSP00000339250	0	0	0	0	0.053	0	0	0.503	0.509
NTSR1	PON1	1855276	1842913	9606.ENSP00000359532	9606.ENSP00000222381	0	0	0	0	0	0	0	0.509	0.509
SOX2	WNT3A	1850559	1846912	9606.ENSP00000323588	9606.ENSP00000284523	0	0	0	0	0	0	0	0.509	0.509
NOTUM	ELAVL3	1859265	1853805	9606.ENSP00000387310	9606.ENSP00000352162	0	0	0	0	0	0	0	0.508	0.508
SLC2A2	ISL1	1850555	1843262	9606.ENSP00000323568	9606.ENSP00000230658	0	0	0	0	0	0.042	0	0.507	0.508
LCE2B	LCE2A	1854875	1854874	9606.ENSP00000357769	9606.ENSP00000357768	0	0	0	0	0.225	0	0	0.390	0.507
NKX2-2	SST	1856622	1847077	9606.ENSP00000366347	9606.ENSP00000287641	0	0	0	0	0.070	0	0	0.492	0.507
CST5	CST1	1848918	1848767	9606.ENSP00000307132	9606.ENSP00000305731	0	0	0	0.958	0.490	0	0	0.817	0.507
SYP	SLC32A1	1845310	1842664	9606.ENSP00000263233	9606.ENSP00000217420	0	0	0	0	0.070	0	0	0.492	0.507
ASCL1	NEUROD4	1845903	1843649	9606.ENSP00000266744	9606.ENSP00000242994	0	0	0	0	0.054	0	0	0.500	0.506
TCF23	APOBEC1	1847673	1843194	9606.ENSP00000296096	9606.ENSP00000229304	0	0	0	0	0	0	0	0.506	0.506
AFP	KLK3	1858331	1849687	9606.ENSP00000379138	9606.ENSP00000314151	0	0	0	0	0.054	0	0	0.500	0.506
SERPINA6	PRL	1852633	1848376	9606.ENSP00000342850	9606.ENSP00000302150	0	0	0	0	0	0	0	0.506	0.506
ASCL1	ISL1	1845903	1843262	9606.ENSP00000266744	9606.ENSP00000230658	0	0	0	0	0	0.052	0	0.499	0.505
AGTR2	INS	1855573	1844030	9606.ENSP00000360973	9606.ENSP00000250971	0	0	0	0	0	0	0	0.505	0.505
CALCA	PPY	1851388	1843068	9606.ENSP00000331746	9606.ENSP00000225992	0	0	0	0	0	0	0	0.505	0.505
GCG	ISL1	1859292	1843262	9606.ENSP00000387662	9606.ENSP00000230658	0	0	0	0	0	0	0	0.505	0.505
CALCA	SYP	1851388	1845310	9606.ENSP00000331746	9606.ENSP00000263233	0	0	0	0	0	0	0	0.505	0.505
WNT3A	ISL1	1846912	1843262	9606.ENSP00000284523	9606.ENSP00000230658	0	0	0	0	0.048	0.170	0	0.424	0.505
NEURL	NCAM1	1855101	1850053	9606.ENSP00000358795	9606.ENSP00000318472	0	0	0	0	0	0	0	0.505	0.505
FEZF1	COL2A1	1860904	1857237	9606.ENSP00000411145	9606.ENSP00000369889	0	0	0	0	0	0	0	0.505	0.505
PADI4	TRIM67	1856302	1854420	9606.ENSP00000364597	9606.ENSP00000355613	0	0	0	0	0	0	0	0.504	0.504
CRP	CFTR	1844348	1842118	9606.ENSP00000255030	9606.ENSP00000003084	0	0	0	0	0.045	0	0	0.502	0.504
PADI4	TRIM9	1856302	1847957	9606.ENSP00000364597	9606.ENSP00000298355	0	0	0	0	0	0	0	0.504	0.504
GCG	TTR	1859292	1843448	9606.ENSP00000387662	9606.ENSP00000237014	0	0	0	0	0.233	0	0	0.380	0.504
ISL1	PHOX2B	1843262	1843088	9606.ENSP00000230658	9606.ENSP00000226382	0	0	0	0	0.052	0	0	0.498	0.504
SST	ATP12A	1847077	1842709	9606.ENSP00000287641	9606.ENSP00000218548	0	0	0	0	0	0	0	0.504	0.504
CARTPT	GAL	1847786	1845782	9606.ENSP00000296777	9606.ENSP00000265643	0	0	0	0	0	0	0	0.504	0.504
NEUROD1	MYOD1	1847535	1843984	9606.ENSP00000295108	9606.ENSP00000250003	0	0	0	0	0	0	0	0.504	0.504
INS	ATP12A	1844030	1842709	9606.ENSP00000250971	9606.ENSP00000218548	0	0	0	0	0	0	0	0.504	0.504
DBH	PHOX2B	1858060	1843088	9606.ENSP00000376776	9606.ENSP00000226382	0	0	0	0	0.054	0	0	0.497	0.504
ATP12A	CHGA	1842709	1842607	9606.ENSP00000218548	9606.ENSP00000216492	0	0	0	0	0.060	0	0	0.493	0.503
SAGE1	PAGE5	1850522	1847181	9606.ENSP00000323191	9606.ENSP00000289619	0	0	0	0	0	0	0	0.503	0.503
SPATA21	ATP2B3	1851873	1845362	9606.ENSP00000335612	9606.ENSP00000263519	0	0	0	0	0.055	0.295	0	0.315	0.503
SOX2	ABCG2	1850559	1843466	9606.ENSP00000323588	9606.ENSP00000237612	0	0	0	0	0	0	0	0.503	0.503
CALML5	ATP2B2	1857202	1850617	9606.ENSP00000369689	9606.ENSP00000324172	0	0	0	0	0.055	0.295	0	0.315	0.503
GCG	GAL	1859292	1845782	9606.ENSP00000387662	9606.ENSP00000265643	0	0	0	0	0	0	0	0.503	0.503
AQP4	NEURL	1857610	1855101	9606.ENSP00000372654	9606.ENSP00000358795	0	0	0	0	0.059	0	0	0.494	0.503
SPATA21	ATP2B2	1851873	1850617	9606.ENSP00000335612	9606.ENSP00000324172	0	0	0	0	0.055	0.295	0	0.315	0.503
PTPRD	CNTN6	1853352	1852517	9606.ENSP00000348812	9606.ENSP00000341882	0	0	0	0.633	0.054	0.465	0	0.197	0.503
CALML5	ATP2B3	1857202	1845362	9606.ENSP00000369689	9606.ENSP00000263519	0	0	0	0	0.055	0.295	0	0.315	0.503
KLK3	CHGA	1849687	1842607	9606.ENSP00000314151	9606.ENSP00000216492	0	0	0	0	0	0	0	0.503	0.503
SERPINA7	TPO	1851141	1850079	9606.ENSP00000329374	9606.ENSP00000318820	0	0	0	0	0	0	0	0.503	0.503
CALN1	ATP2B3	1858282	1845362	9606.ENSP00000378690	9606.ENSP00000263519	0	0	0	0	0.055	0.295	0	0.315	0.503
OCA2	INS	1853079	1844030	9606.ENSP00000346659	9606.ENSP00000250971	0	0	0	0	0	0	0	0.503	0.503
AIFM3	ALDH1A2	1858700	1843974	9606.ENSP00000382120	9606.ENSP00000249750	0.063	0	0	0	0.100	0	0	0.457	0.502
GRIN2A	SLC17A7	1851485	1842841	9606.ENSP00000332549	9606.ENSP00000221485	0	0	0	0	0.080	0	0	0.480	0.502
CALCA	TRH	1851388	1848532	9606.ENSP00000331746	9606.ENSP00000303452	0	0	0	0	0	0	0	0.502	0.502
FGF18	MYOD1	1846400	1843984	9606.ENSP00000274625	9606.ENSP00000250003	0	0	0	0	0	0	0	0.501	0.502
KIF19	TUBB2B	1857872	1844727	9606.ENSP00000374566	9606.ENSP00000259818	0	0	0	0	0.053	0.295	0	0.315	0.502
CITED1	INS	1859353	1844030	9606.ENSP00000388548	9606.ENSP00000250971	0	0	0	0	0	0	0	0.501	0.501
GRIA1	NTRK2	1846982	1846523	9606.ENSP00000285900	9606.ENSP00000277120	0	0	0	0	0.054	0	0	0.494	0.501
NEURL	AQP5	1855101	1847422	9606.ENSP00000358795	9606.ENSP00000293599	0	0	0	0	0.059	0	0	0.492	0.501
C10orf90	INS	1846922	1844030	9606.ENSP00000284694	9606.ENSP00000250971	0	0	0	0	0	0	0	0.501	0.501
HSPA6	ERN2	1849273	1844469	9606.ENSP00000310219	9606.ENSP00000256797	0	0	0	0	0	0.169	0	0.425	0.501
FABP2	SI	1846353	1845536	9606.ENSP00000274024	9606.ENSP00000264382	0	0	0	0	0.228	0	0	0.379	0.500
NEURL	ANGPTL5	1855101	1851826	9606.ENSP00000358795	9606.ENSP00000335255	0	0	0	0	0	0	0	0.499	0.499
TF	SERPINA7	1859071	1851141	9606.ENSP00000385834	9606.ENSP00000329374	0	0	0	0	0.288	0	0	0.326	0.499
TF	SST	1859071	1847077	9606.ENSP00000385834	9606.ENSP00000287641	0	0	0	0	0	0	0	0.500	0.499
C7orf10	ASZ1	1849489	1846917	9606.ENSP00000312054	9606.ENSP00000284629	0	0	0	0	0.053	0	0	0.493	0.499
BARHL1	POU4F3	1845375	1843264	9606.ENSP00000263610	9606.ENSP00000230732	0	0	0	0	0.057	0	0	0.491	0.499
CACNA1G	CRABP1	1853790	1848075	9606.ENSP00000352011	9606.ENSP00000299529	0	0	0	0	0	0	0	0.500	0.499
MEGF10	KRT1	1846387	1844112	9606.ENSP00000274473	9606.ENSP00000252244	0	0	0	0	0.495	0	0	0.047	0.498
MEGF10	KRT84	1846387	1844558	9606.ENSP00000274473	9606.ENSP00000257951	0	0	0	0	0.495	0	0	0.047	0.498
HOXC12	ISL1	1843654	1843262	9606.ENSP00000243103	9606.ENSP00000230658	0	0	0	0	0	0.059	0	0.489	0.498
MEGF10	KRT82	1846387	1844559	9606.ENSP00000274473	9606.ENSP00000257974	0	0	0	0	0.495	0	0	0.047	0.498
HSPA6	PCSK1	1849273	1849029	9606.ENSP00000310219	9606.ENSP00000308024	0	0	0	0	0.178	0	0	0.415	0.498
DDC	SLC17A6	1853612	1845295	9606.ENSP00000350616	9606.ENSP00000263160	0	0	0	0	0.053	0	0	0.492	0.498
MEGF10	KRT75	1846387	1844113	9606.ENSP00000274473	9606.ENSP00000252245	0	0	0	0	0.495	0	0	0.047	0.498
HSPA6	PCSK2	1849273	1845168	9606.ENSP00000310219	9606.ENSP00000262545	0	0	0	0	0.178	0	0	0.415	0.498
UCHL1	SYP	1846906	1845310	9606.ENSP00000284440	9606.ENSP00000263233	0	0	0	0	0.055	0	0	0.490	0.497
PCK1	PRL	1850185	1848376	9606.ENSP00000319814	9606.ENSP00000302150	0	0	0	0	0	0	0	0.497	0.497
LGALS4	INS	1848369	1844030	9606.ENSP00000302100	9606.ENSP00000250971	0	0	0	0	0	0	0	0.497	0.497
HMGA2	LIN28A	1858894	1844280	9606.ENSP00000384026	9606.ENSP00000254231	0	0	0	0	0.122	0	0	0.449	0.496
FGF10	INS	1845589	1844030	9606.ENSP00000264664	9606.ENSP00000250971	0	0	0	0	0	0	0	0.496	0.496
CTSE	ALPPL2	1853647	1847576	9606.ENSP00000350911	9606.ENSP00000295453	0	0	0	0	0.051	0	0	0.491	0.496
SST	PCSK2	1847077	1845168	9606.ENSP00000287641	9606.ENSP00000262545	0	0	0	0	0.066	0	0	0.483	0.496
HP	SLC6A2	1853269	1842772	9606.ENSP00000348170	9606.ENSP00000219833	0	0	0	0	0	0	0	0.495	0.495
FLG	DSC1	1854882	1844492	9606.ENSP00000357789	9606.ENSP00000257198	0	0	0	0	0.284	0	0	0.322	0.494
FOXB1	NEUROG3	1858359	1843627	9606.ENSP00000379369	9606.ENSP00000242462	0	0	0	0	0.433	0	0	0.142	0.494
SPTA1	SST	1854747	1847077	9606.ENSP00000357130	9606.ENSP00000287641	0	0	0	0	0	0	0	0.494	0.494
APOA2	HP	1854701	1853269	9606.ENSP00000356969	9606.ENSP00000348170	0	0	0	0	0.179	0	0	0.409	0.494
FGF8	ACTL6B	1850386	1842277	9606.ENSP00000321797	9606.ENSP00000160382	0	0	0	0	0	0	0	0.494	0.494
SSTR1	PCSK2	1845937	1845168	9606.ENSP00000267377	9606.ENSP00000262545	0	0	0	0	0.054	0	0	0.488	0.494
MSX1	FGF10	1857563	1845589	9606.ENSP00000372170	9606.ENSP00000264664	0	0	0	0	0	0	0	0.493	0.493
VIP	CHGA	1854549	1842607	9606.ENSP00000356213	9606.ENSP00000216492	0	0	0	0	0	0	0	0.493	0.493
ACE2	CMA1	1844133	1844006	9606.ENSP00000252519	9606.ENSP00000250378	0	0	0	0	0.053	0	0	0.486	0.493
VWC2	NOG	1852508	1851004	9606.ENSP00000341819	9606.ENSP00000328181	0	0	0	0	0.047	0	0	0.490	0.493
NTSR1	LCT	1855276	1845492	9606.ENSP00000359532	9606.ENSP00000264162	0	0	0	0	0	0	0	0.493	0.493
HNF4A	PROX1	1849587	1844915	9606.ENSP00000312987	9606.ENSP00000261454	0	0	0	0	0	0.326	0	0.277	0.492
